nome,sexo,id,origem,idade,salario,credito,tempo,regiao,estadocivil,educacao,nprodutos,pagamento,maxatraso
ANTONIA E.,feminino,m9wbua2173nki3huweo34uegwrkad0,,37.0,67263.0,475.6,38,sudeste,divorciado(a),graduado,0,cartão de crédito,11
MARCIA C.,feminino,a94wx6z4bnbx7cxk03rp8nwr5159ll,,43.0,57648.0,677.9,30,nordeste,solteiro(a),,1,cartão de débito,1
LUIZ N.,feminino,6405jgsvju85rqlktmkpu0mr3vifr9,3821392756,18.0,36540.0,322.5,63,sudeste,solteiro(a),médio,1,pix,6
JOSEFA T.,feminino,k4znu2xt1kb6eb5oa34is9cz5xm4jj,1987999219,50.0,51646.0,833.0,26,nordeste,solteiro(a),médio,2,cartão de débito,8
ADRIANA N.,feminino,l05jmnu8tdn77zoxmkcn4mmpsr38r5,9383380854,44.0,50449.0,602.6,23,sul,divorciado(a),médio,1,boleto,2
ANTONIA A.,feminino,4mgstx59pvh21lf3hwt936w0i3fpr6,,28.0,52653.0,283.9,59,nordeste,solteiro(a),graduado,0,cartão de débito,7
TAIS W.,feminino,fjbin64rubawis52397rupsh6i502c,5898991200,32.0,30578.0,363.2,15,nordeste,solteiro(a),fundamental,2,cartão de débito,7
RITA U.,feminino,hk3odwgtxw78g38two2fit307wuhti,7776099711,26.0,56140.0,257.0,51,centro-oeste,solteiro(a),,0,transferência,0
TEREZA F.,feminino,3oz09z9brotxtj8gogo7uhbj1foog3,8506110564,41.0,50087.0,594.2,26,centro-oeste,casado(a),fundamental,2,cartão de crédito,4
JULIA S.,feminino,nsr2ocpgduwcqqvvl0e2btvq47074t,3245816447,30.0,64329.0,387.0,38,sudeste,divorciado(a),outros,1,cartão de débito,0
DANIELA J.,feminino,dzqr3ktue3de8uzfsknnu6vlvtxij9,3216845949,27.0,93991.0,331.5,21,centro-oeste,casado(a),médio,0,cartão de crédito,12
ANA N.,feminino,ax00exwijvuknq71gjixc4m700c5gc,,35.0,41611.0,462.2,51,norte,casado(a),médio,1,pix,11
LUANA J.,feminino,2xbb3bg3zq6iq7g2eh2ofgnkzborfn,,21.0,44848.0,393.1,11,centro-oeste,solteiro(a),fundamental,0,pix,17
DEBORA J.,feminino,4qdqbrfutb3tm8r0m1px28q3nvr1v4,,45.0,47643.0,593.6,33,centro-oeste,solteiro(a),,1,cartão de crédito,15
ANA C.,feminino,xhf1305b38nkkfxlb9exs8w1s2bjbf,3253936155,26.0,54215.0,406.0,45,sudeste,divorciado(a),médio,2,transferência,6
MANOEL F.,feminino,aqi18exufkkmicxjfcf31jz98za3os,4793848528,44.0,31480.0,509.0,24,sudeste,divorciado(a),outros,3,cartão de crédito,3
ELIAS X.,feminino,2fbjd7l00pjh446zbxjmt05aojcsub,,43.0,39255.0,567.0,38,sudeste,casado(a),,1,cartão de débito,0
RITA K.,feminino,h8a9uo9wnrp4s1oghiokzb89nlbxi4,6834122429,33.0,55589.0,611.3,32,nordeste,casado(a),,4,cartão de débito,11
CLAUDIA W.,feminino,bus9jiaatubx5how6hfmno3opndqro,,39.0,79679.0,540.4,42,sudeste,separado(a),,1,pix,0
CARLA L.,feminino,jns4wkz4w2o9a6cwfocoev6jt0373o,1605156952,30.0,80399.0,545.5,21,sudeste,casado(a),médio,2,pix,0
AMANDA I.,feminino,q5qssr3gq2pz3mube3plweuspnxjin,5901694075,34.0,51142.0,332.8,27,sudeste,solteiro(a),fundamental,1,cartão de crédito,12
JULIA R.,feminino,n399sk2tr8ilz3l9s78uwtebinhvsj,8775110472,33.0,28001.0,663.0,16,sul,solteiro(a),médio,2,cartão de crédito,6
GABRIELA F.,feminino,3hrkerorffua11rnot39d23shoqrjr,2058478774,29.0,41061.0,407.8,37,sudeste,solteiro(a),pós-graduado,1,cartão de débito,5
ADRIANA W.,feminino,ii8a9rw918dlfpl7luvixeon3n4o6c,,25.0,27815.0,476.4,62,sudeste,divorciado(a),graduado,3,pix,0
DANIELA W.,feminino,6albgi44a1ggdktqdgmn8834o1nj9j,,32.0,56670.0,307.9,25,sul,divorciado(a),médio,2,transferência,13
TEREZINHA S.,feminino,5uffp63jenpgvt2gj0ecivrh1399ff,1987557323,29.0,85420.0,265.4,40,sul,casado(a),fundamental,1,cartão de débito,0
TAIS I.,feminino,si9la7dmh4tcl6bfeebn0djvg08tv3,6006963348,28.0,44175.0,435.4,57,sudeste,divorciado(a),médio,4,cartão de crédito,0
LUIZA R.,feminino,qn3l8q0xzoaf58nvg26hpunolc47v5,4149496533,46.0,57475.0,390.8,79,centro-oeste,casado(a),fundamental,3,cartão de débito,0
ALESSANDRA I.,feminino,n8ern285ckgmfpdr4az34e12kuv42d,5050099739,56.0,61714.0,570.5,33,nordeste,viúvo(a),fundamental,1,boleto,8
LUIZA T.,feminino,la5iqcuekfenupnderznunmt1gkp6r,,42.0,89147.0,619.2,37,sudeste,separado(a),pós-graduado,1,cartão de crédito,8
AMANDA R.,feminino,hd630n6susuw0e70iwqj4g54ud4n0n,,34.0,59462.0,439.1,30,sul,viúvo(a),fundamental,3,cartão de crédito,5
CARLA V.,feminino,1bitx1s19dvfs10i71r21z6nq6r93i,2066173863,29.0,78206.0,592.0,28,sudeste,solteiro(a),outros,0,cartão de crédito,6
JOSE X.,feminino,qgnr1xtxgd3fwg6o1eipmi3mm1knw7,,59.0,49212.0,,95,norte,casado(a),,0,cartão de crédito,3
TEREZINHA M.,feminino,chwaww8126itmppog3q9s3hohj8c12,,44.0,67617.0,552.7,47,sul,solteiro(a),fundamental,0,cartão de débito,7
JOSE Q.,feminino,l43lx7gfzmn94tf1ngtbltkgrvt3nf,6831415151,35.0,61809.0,627.7,27,sudeste,divorciado(a),outros,0,cartão de débito,3
TEREZA U.,feminino,4oio7sz087j7b15rojls161xlh2gmr,5014608336,42.0,42038.0,393.8,22,nordeste,solteiro(a),,4,cartão de débito,17
LUANA F.,feminino,qe5bqopgqhs271qq4g28cs9mb2dxv4,,37.0,37590.0,377.9,39,sudeste,separado(a),médio,1,cartão de crédito,9
ROSA B.,feminino,f02h7o7kjdajjkaxf65jq7itr7imfw,7355215590,,67618.0,712.0,39,centro-oeste,solteiro(a),médio,0,cartão de débito,20
ANA D.,feminino,vamxkfcm35ikit3wxszrbs74sd4l16,,36.0,70809.0,345.0,39,nordeste,casado(a),fundamental,3,pix,2
BRUNA Z.,feminino,cznso8370x2kdaj9gheem1lhv4pqcv,4950230111,37.0,37661.0,683.8,38,sudeste,casado(a),fundamental,3,pix,15
BRUNA J.,feminino,7qmzst4fjf6emgnixmkrk9qni161r0,1568623390,33.0,47162.0,615.3,13,nordeste,solteiro(a),fundamental,1,cartão de crédito,0
FRANCISCA Z.,feminino,ms858ujj28j7pkzsfuwj0bf4s4v3eh,,35.0,73367.0,710.8,55,nordeste,solteiro(a),,2,cartão de débito,1
LETICIA C.,feminino,jg615mur9biznqgf5qmx3to6mnw4su,,24.0,47786.0,611.0,25,nordeste,separado(a),fundamental,0,pix,15
MARIANA K.,feminino,a1rie8ali978uaf4t5m5hgfz1sap6l,0462111073,32.0,27711.0,659.0,18,sudeste,separado(a),fundamental,0,cartão de crédito,10
ERICA R.,feminino,ie7wjcgnokkrnt5bhe8dzu33t1cn1s,5742541809,22.0,69840.0,504.7,21,sudeste,divorciado(a),graduado,2,cartão de débito,20
FRANCISCA V.,feminino,e2zb6hgijxgs0r26rorn6wda5825r9,4506024754,41.0,29552.0,652.0,25,sudeste,divorciado(a),,1,cartão de crédito,0
DEBORA A.,feminino,vh2mmz2wnztlu3egbb8a0m203dxus5,9573035733,32.0,71293.0,,47,norte,divorciado(a),,1,cartão de crédito,10
RENATA V.,feminino,vnrr25lh87jrue0afrgp5jh89hrfec,,,28676.0,559.1,21,nordeste,casado(a),fundamental,3,cartão de crédito,4
CLAUDIA I.,feminino,ovu4337b8x5b1amstehmdxr4bbjo4v,,50.0,74009.0,455.4,28,sudeste,divorciado(a),fundamental,0,pix,15
DANIEL L.,feminino,5j73111u8j5jkhavtvnxn6q6k2hu3v,8273269745,47.0,80308.0,754.9,33,sudeste,viúvo(a),outros,3,boleto,5
CAMILA I.,feminino,caqxknn64qn0nav1so2qtkhtj2xl7q,,40.0,59475.0,483.5,33,centro-oeste,divorciado(a),fundamental,1,pix,4
SIMONE I.,feminino,6zfzev71rwm9j8f3kdqakjni6ervwp,3800595253,27.0,37364.0,632.4,19,centro-oeste,casado(a),,0,pix,15
BRUNA H.,feminino,zsi18gowhv70u13q96u6cje4n6cg86,7269148155,40.0,35837.0,436.9,33,centro-oeste,separado(a),graduado,4,cartão de crédito,8
JOSEFA L.,feminino,pgkg3qbm6z1m5xt8w5l9dvhnihxmiv,,30.0,33500.0,352.0,19,sudeste,separado(a),fundamental,1,transferência,11
CRISTIANE L.,feminino,1843kx5gaikrea0optsj5rkn4fn56m,6212809706,30.0,58450.0,383.2,47,nordeste,divorciado(a),fundamental,1,cartão de crédito,10
CRISTIANE G.,feminino,k01fqhljl79wo0ksasdkvx96pwr9qn,0068790956,35.0,60180.0,317.7,61,nordeste,casado(a),graduado,0,cartão de crédito,9
ALESSANDRA P.,feminino,8wo6ssiafs25iawbr5qm3oeicusuhb,5765393448,26.0,73733.0,412.0,24,sudeste,divorciado(a),médio,2,pix,9
JOSEFA B.,feminino,2n9wr1ru0feu1fni2z3d3uzftt8pmp,5962506944,22.0,56667.0,409.6,29,sudeste,divorciado(a),,2,cartão de crédito,0
MARLENE S.,feminino,gw0dqnhutr38zg4d2u9k5h21vouxje,,33.0,62677.0,301.4,47,sudeste,divorciado(a),médio,2,cartão de crédito,0
CRISTIANE O.,feminino,umobz054sgglq3lvdahlq819gxz7rt,2362171739,30.0,63043.0,412.4,25,nordeste,divorciado(a),médio,0,boleto,0
MARLENE T.,feminino,18280irkv03bteswlt5fvu2w45hkq1,,26.0,47663.0,497.7,37,nordeste,casado(a),fundamental,0,cartão de crédito,0
LETICIA T.,feminino,38leo3zg7jr82o5qhkoh9sj98izadb,,34.0,50615.0,622.3,63,sul,divorciado(a),outros,1,boleto,12
DEBORA D.,feminino,6cndons21p96wd4nowj57cpldwx4jk,7392402249,33.0,76788.0,687.1,41,sudeste,separado(a),,2,pix,8
MARCIA K.,feminino,js6u718a7dn59vp0bou8mxl6969icd,1143855009,34.0,53412.0,436.4,27,nordeste,casado(a),fundamental,2,cartão de crédito,4
JULIANA Q.,feminino,838n3ztu50qmr2t5xcar9o9n535afw,,30.0,37840.0,262.5,34,centro-oeste,separado(a),,0,cartão de débito,0
ADRIANA G.,feminino,r32qc8l3ca5naj5b7524pa7vn5qj49,4663332461,35.0,63607.0,421.2,27,nordeste,viúvo(a),fundamental,0,cartão de débito,0
ANA M.,feminino,pibpglhkhj5govsd066rq4rexii7fo,,42.0,80217.0,466.3,58,nordeste,casado(a),pós-graduado,1,cartão de crédito,11
MARIANA O.,feminino,2vavn7742u5sn8rxbb8zjfgm9mw1u5,3217613999,44.0,70710.0,408.3,39,sul,divorciado(a),fundamental,0,pix,3
CRISTIANE U.,feminino,6ab264jhtpf1antlciu0xftpe0tx0k,4161918208,21.0,45874.0,337.1,33,nordeste,solteiro(a),fundamental,2,pix,3
ISABEL I.,feminino,4ulmbabw87nn7e8q10zi6dpd4j6igt,,41.0,67477.0,706.9,49,sudeste,casado(a),fundamental,1,cartão de débito,0
SONIA W.,feminino,lm5209bv4mjorxvcijkoh1kcce89xw,2541412802,60.0,45388.0,618.2,52,sudeste,separado(a),,0,cartão de crédito,3
JAQUELINE Z.,feminino,0kts0r6b3opbutqa7gvgxezjzwcwr9,3006753811,30.0,41107.0,465.3,47,sudeste,solteiro(a),,1,transferência,0
SONIA X.,feminino,cw6b1x7fbacu9aw9dl2oon1jo3hcwm,8495122015,27.0,40875.0,447.3,75,centro-oeste,casado(a),pós-graduado,1,cartão de débito,10
SONIA J.,feminino,cn8oub4l6imc3paea0k922wkjjah06,9293671584,51.0,63853.0,,43,centro-oeste,solteiro(a),fundamental,2,cartão de débito,3
ELIAS W.,feminino,4s5eh6qs6pfuarf14nx3l7et60ww87,5107921546,45.0,69876.0,548.5,23,sudeste,viúvo(a),médio,2,boleto,2
SIMONE T.,feminino,flm21s9zmgg3vlgsvc891gw2mwiwoi,5756217248,39.0,73071.0,626.3,30,sudeste,casado(a),médio,1,cartão de crédito,14
JOSE J.,feminino,jxzf7m0e1siqqa79a165aefa4ikh8n,0230049360,23.0,68168.0,,51,nordeste,solteiro(a),outros,3,cartão de crédito,0
ERICA G.,feminino,s30f2vdx64nfhxd6d9xqi2vjieo1dq,,29.0,38807.0,532.7,16,norte,separado(a),graduado,5,pix,10
MARCIA R.,feminino,hpd6708luz8ettpa7uop8pshdr5jj3,,33.0,59420.0,339.5,26,sudeste,solteiro(a),graduado,1,cartão de crédito,7
CAMILA C.,feminino,kk0tcz5kkssd59bas0zx9bxzaeosj5,7014763886,27.0,43290.0,277.4,14,centro-oeste,casado(a),graduado,0,cartão de crédito,0
BRUNA J.,feminino,4tsktpd7b6hhtbitjtmwm45fj1fhc1,,33.0,41854.0,357.2,33,sudeste,casado(a),médio,1,boleto,0
LETICIA A.,feminino,5qdsrhsqsb43psc1neu41zno4obp0o,2470585047,20.0,26966.0,568.9,65,sudeste,divorciado(a),outros,2,cartão de crédito,9
JULIA P.,feminino,grv01h92kpwbnsnef4im7407cavpjq,1895396462,24.0,38516.0,482.2,45,sudeste,solteiro(a),médio,1,cartão de débito,0
VERA Q.,feminino,kmovw5fkbprnq1o4v78scrwzqvhwzl,7877625921,29.0,61183.0,657.6,44,nordeste,divorciado(a),outros,2,cartão de crédito,0
LETICIA K.,feminino,vgjigjbmdoaua8eqa1gf8zxmge7gl7,2662785899,44.0,77292.0,,48,sudeste,solteiro(a),médio,0,cartão de débito,13
ALESSANDRA A.,feminino,7jju1ur74pxtj454atfcxxkjppgzfp,2037716011,,59223.0,,25,sudeste,solteiro(a),fundamental,1,cartão de crédito,0
NATALIA H.,feminino,g2i14wx4063zvoxav2grl6qeg4djkp,9807930789,28.0,54970.0,594.7,51,nordeste,solteiro(a),graduado,2,cartão de débito,10
ALESSANDRA V.,feminino,sve8tfpekgf8zofkdb11q85l8hhfku,0456036957,41.0,60150.0,688.4,67,centro-oeste,solteiro(a),,1,pix,8
JULIA G.,feminino,35t0jc62ottzierxp5ab7wuw870oef,,39.0,67795.0,507.4,29,sudeste,casado(a),médio,1,boleto,5
MARIA X.,feminino,gr37ufa6p2exvq9gwsi2dviqtahd9o,4807093341,36.0,41879.0,604.7,51,sudeste,separado(a),médio,1,cartão de débito,6
CLAUDIA S.,feminino,uvpk4m7enkfl8h5dpngqoegefr3zci,8689021043,45.0,64808.0,562.7,37,nordeste,solteiro(a),fundamental,1,pix,6
BEATRIZ J.,feminino,wsqtgx7zgpfp50ow4pti6z69j7xw2o,1322056274,54.0,99865.0,675.8,31,sudeste,solteiro(a),médio,0,cartão de débito,0
SANDRA T.,feminino,oiv8fx4o0hiqoaj03xiuns7dfxdn2g,,27.0,49534.0,,62,sudeste,viúvo(a),médio,1,cartão de débito,9
CLAUDIA S.,feminino,x1ja0dfoif4ea5pfv495hw8vdbskxg,4594785470,30.0,44984.0,578.9,21,sudeste,divorciado(a),médio,1,transferência,0
DANIELA X.,feminino,wlniq2z4cnpnx94p7oid3gs02xmhrm,,42.0,67147.0,,28,norte,casado(a),graduado,1,cartão de débito,0
ELIAS H.,feminino,if9ebwbth5v4zu67u0jrgfbslzr6p0,4395140617,,66248.0,516.9,42,sudeste,solteiro(a),fundamental,0,cartão de crédito,0
MARIA J.,feminino,fuarkcr74mbngqoljbblkz1zubgobp,5672797847,20.0,29300.0,387.9,45,nordeste,casado(a),médio,3,boleto,0
JESSICA E.,feminino,eniis70zxm69wevwdh7s8rl4iph6wa,,39.0,66723.0,543.4,27,sudeste,solteiro(a),médio,0,cartão de crédito,10
LETICIA Q.,feminino,8bcetccxd3p4r7kdfsbac5g7hjrclu,2534558471,30.0,68709.0,552.4,37,sudeste,solteiro(a),fundamental,3,cartão de débito,4
RITA Z.,feminino,0bvaaeb5emgw53dpmj4sbexjuxlajg,3394199930,43.0,78972.0,533.9,24,nordeste,solteiro(a),graduado,1,transferência,0
JOSE G.,feminino,7gpw2ph89p4nbs92ztpddx01mx8xq1,9381486011,33.0,39021.0,687.7,40,nordeste,casado(a),médio,1,pix,11
LETICIA D.,feminino,q47l7hujrljizvf5o9hn86muwj0s4x,3321872799,,39058.0,500.2,21,centro-oeste,solteiro(a),fundamental,4,boleto,0
BEATRIZ N.,feminino,1tx2uggbiq3s556eep4pkaxqie5c49,8937467950,41.0,92421.0,752.9,65,sudeste,separado(a),,0,boleto,8
JESSICA X.,feminino,0j50655d1ebu6s80kbki59hhagk3b4,7789218917,28.0,57060.0,270.2,35,sudeste,casado(a),,2,cartão de débito,10
RITA G.,feminino,iw50gp9dgiuji9iq9lw13o72ptegz8,,36.0,52827.0,511.2,30,sudeste,casado(a),outros,2,cartão de débito,0
SIMONE Q.,feminino,3stgr10e8qzas378g26e2h7k7ux339,5856910618,51.0,139626.0,588.9,38,nordeste,casado(a),fundamental,2,pix,9
JULIA M.,feminino,74nvw57m9ue5cpobhkjfqz8tdwj34x,,40.0,64261.0,643.7,71,sudeste,casado(a),médio,3,cartão de débito,12
VERA G.,feminino,0i0i358v9afcgqink2zmhqjowc5vxd,1378001121,48.0,45092.0,611.2,33,centro-oeste,solteiro(a),outros,1,boleto,18
CAMILA M.,feminino,67nbj78jne9l3l0vwsk58fhe8nmx2k,0130409426,33.0,49106.0,545.3,14,sudeste,casado(a),médio,0,pix,0
APARECIDA Q.,feminino,i062cuv4sm2ilfwk9uucdqhzcd5q5r,8999800672,24.0,66447.0,383.1,49,sudeste,casado(a),fundamental,1,cartão de crédito,4
TEREZINHA E.,feminino,0xf4ioo367t3vajrpmqp5zcf2746k7,,29.0,56000.0,396.2,28,sudeste,casado(a),médio,1,cartão de crédito,5
ANA E.,feminino,64ub1oq9pe9bbs1gd7pgo83ouiquxx,,20.0,46443.0,256.5,34,nordeste,casado(a),médio,2,pix,0
ALINE B.,feminino,f5kf1p0alire6uzwf8nehzgq0hw40p,,,42492.0,667.6,19,sudeste,casado(a),médio,0,cartão de crédito,0
FERNANDA B.,feminino,42mn7z65drsm260bm5fpilawccetiz,4884944640,39.0,49379.0,374.0,22,sudeste,separado(a),médio,2,cartão de crédito,12
DANIELA V.,feminino,o3q05pmdsohlnzik0dc13nl8pib5ss,1058784862,36.0,26018.0,464.6,38,sudeste,casado(a),médio,4,pix,4
CRISTIANE E.,feminino,w5dnqkb8lti2d1mcfk0shznxzjl0jb,,31.0,31652.0,531.0,35,nordeste,solteiro(a),fundamental,1,cartão de débito,12
MARIA R.,feminino,z9qqh2qgd6ejxurlgh88ztekaxulro,4036867670,24.0,38992.0,349.8,25,sudeste,separado(a),,0,boleto,11
JOSEFA B.,feminino,tno3gqivddk08ilv5t2q4x90idge8k,,32.0,57437.0,598.7,35,sudeste,casado(a),fundamental,2,cartão de débito,9
MANOEL S.,feminino,h7ne54rjiz514iw9ll6er3ufvvvxdv,0011616324,30.0,105415.0,461.9,82,sudeste,solteiro(a),,0,boleto,11
DANIEL S.,feminino,8nd5a9hznjvmr1tvp90ss15aabco9u,9998088580,25.0,57020.0,367.8,25,sudeste,casado(a),fundamental,1,cartão de débito,9
CARLA N.,feminino,vurmqsqo92tcdts6ux4ho60nh4r12s,,27.0,62155.0,488.0,25,sudeste,solteiro(a),graduado,0,pix,0
DANIEL S.,feminino,01srlpagzjw89033s3hq9hkq8eznu5,,31.0,30642.0,558.5,88,sudeste,separado(a),fundamental,0,pix,11
CLAUDIA Q.,feminino,nnbxjutnpo270gjh08k42wb1p39osp,,23.0,52737.0,229.0,32,nordeste,solteiro(a),pós-graduado,3,cartão de débito,17
DEBORA T.,feminino,mdci7sl2kiv8749ate3wtz0lnx72in,,30.0,54369.0,430.7,40,centro-oeste,casado(a),graduado,2,cartão de débito,0
RENATA T.,feminino,mtdoq058r3cg7st8ttjuibzutmaror,8527947483,23.0,35545.0,401.6,23,sudeste,casado(a),médio,3,boleto,2
VITORIA G.,feminino,zmvu1riktmzwtojcb3t5sl37tevrzs,,57.0,79477.0,592.6,29,sudeste,divorciado(a),graduado,0,cartão de crédito,13
JOSE B.,feminino,fz8ezis13qv4xn7l8xb15devuozvgs,1412862231,40.0,46139.0,477.7,19,centro-oeste,divorciado(a),médio,1,pix,3
ADRIANA U.,feminino,rrw8uev7t7tts9ivq02vdbdw5ip8ee,9802278856,22.0,49760.0,549.9,11,sudeste,divorciado(a),médio,3,transferência,0
TEREZA Q.,feminino,rx6pdcerrp3n36od897w452tlobq9w,4077219169,53.0,58146.0,851.7,69,centro-oeste,solteiro(a),outros,2,cartão de débito,13
AMANDA A.,feminino,pei99qvapjf5tdd143scteoxfbn7ei,6628973352,48.0,36585.0,711.6,35,sudeste,solteiro(a),graduado,0,pix,4
JESSICA C.,feminino,m2x5w57wxm5c3okusjlv5ntijunm7j,9376018407,26.0,41588.0,563.4,20,sudeste,divorciado(a),outros,0,cartão de crédito,0
LUIZA R.,feminino,c83m8r85q6ff4mci2917aq5lqa6oap,3639637673,,64055.0,256.1,32,sudeste,casado(a),médio,2,cartão de crédito,11
ROSANGELA Z.,feminino,q4x5ar4imrlum9ah9378hkl5m8d6fr,2311878983,27.0,59386.0,619.0,115,sul,casado(a),médio,1,cartão de débito,1
APARECIDA P.,feminino,4d9wdi7om4gc1ztbcftdso613kw4ck,3685300121,51.0,79094.0,573.3,40,sudeste,casado(a),médio,2,cartão de crédito,6
SANDRA L.,feminino,xff6boe4nwil6g8ds7gf06boltsdqp,,40.0,53876.0,566.7,193,sul,casado(a),pós-graduado,0,pix,1
VITORIA M.,feminino,8mbl9apkau4m6ic9p2pt3iat8estij,7468531271,,51162.0,369.7,73,nordeste,solteiro(a),fundamental,2,cartão de crédito,11
RENATA R.,feminino,s37o33v169tlgqiqvbef2fqon1iler,7036980070,41.0,45965.0,497.0,23,centro-oeste,casado(a),fundamental,1,pix,12
AMANDA I.,feminino,fxk9jv5j2mgiuexbllfk8rx2l7cis7,,,72639.0,416.1,24,sul,solteiro(a),,1,boleto,7
RENATA W.,feminino,jcxb92nnwpr8okxjanjegnoefvav7x,,34.0,66758.0,362.6,36,sudeste,casado(a),,1,cartão de débito,0
VANESSA G.,feminino,unvck9qupjg7t2472l8i8zerp40kx4,2600393364,49.0,61479.0,662.9,32,sudeste,casado(a),graduado,1,cartão de débito,0
TEREZA X.,feminino,ulie17gjwf8c1u54etemq9n05sdjmn,,39.0,33893.0,629.1,41,centro-oeste,casado(a),fundamental,4,boleto,6
LUANA M.,feminino,2jisarb0jklrn58navtfe9vo1zmhje,8855732509,27.0,61434.0,307.8,28,nordeste,solteiro(a),graduado,1,pix,3
MARIANA G.,feminino,xgdp2dq7tb35z5s7wi9j5ii46w9u94,0733606714,43.0,33290.0,738.5,48,sul,solteiro(a),,0,cartão de débito,9
BRUNA V.,feminino,lu98wbmvgl6j1q4zxi155q2mld17m0,,32.0,61067.0,353.4,37,sudeste,solteiro(a),médio,3,cartão de crédito,4
ANTONIA C.,feminino,26b9mdm8nui2w8s294mddc7dzeugms,,36.0,34956.0,366.5,20,sudeste,casado(a),,3,cartão de débito,3
ROSA G.,feminino,g2l0ewh3gmzd0peft6s0o6faek28bq,7204537356,25.0,50111.0,437.8,61,sudeste,viúvo(a),pós-graduado,1,cartão de crédito,0
MARIA L.,feminino,21dms229q4kjnqdeouqjv6sx2wln7n,9790654342,44.0,73281.0,702.8,34,sudeste,solteiro(a),graduado,1,cartão de crédito,13
FRANCISCA H.,feminino,7m4fmot3242rvo4regbxcfdzh6ruje,,,41603.0,383.8,39,centro-oeste,casado(a),outros,1,cartão de crédito,20
ANA M.,feminino,aava7j5ar9banufhn84mxazz382zls,8733641926,35.0,37279.0,350.8,20,nordeste,viúvo(a),outros,2,cartão de crédito,0
CARLA J.,feminino,jq41mmqvr7ci3vk6449r4p6610lfl4,8027251446,34.0,92939.0,482.8,25,nordeste,solteiro(a),,1,pix,0
PATRICIA U.,feminino,2z2q51ctfv7aqot6ikkb271qemfro2,3721373419,34.0,53614.0,591.0,23,sudeste,casado(a),,1,cartão de crédito,11
ALESSANDRA G.,feminino,avwki6p4rtwxwn59kd8c4gfpr7dnha,3071383373,29.0,34346.0,496.3,19,sul,casado(a),fundamental,0,cartão de débito,12
LUANA X.,feminino,nrqfuxivkwa048xlaav7x8d6zqkdts,1622895142,33.0,39453.0,402.6,24,sudeste,casado(a),graduado,0,boleto,10
JAQUELINE U.,feminino,tr4cxn3vbdvm4k0let0mqhtprvhmon,,32.0,52195.0,498.9,21,sudeste,viúvo(a),fundamental,2,pix,0
JOSE U.,feminino,ndwbrxu87chznkd6ckxh25gis27cel,,40.0,60783.0,587.3,38,sudeste,divorciado(a),fundamental,1,pix,6
SUELI B.,feminino,7gtiwnkf0v7jmp2xw1jevkxtuzfqxz,,50.0,65978.0,554.6,96,nordeste,solteiro(a),médio,2,cartão de débito,17
DANIELA V.,feminino,osodl6vlpo4m4bxxavcwwzkr873btd,9049119437,26.0,43251.0,440.5,30,nordeste,solteiro(a),pós-graduado,0,cartão de débito,4
CRISTIANE B.,feminino,5cr1kuednqr38ep5zfasutbvrdd6gp,1406576149,,49380.0,730.8,37,sudeste,viúvo(a),,3,transferência,0
VITORIA Q.,feminino,uj8bsz6fe3juptehjq2hgfs5k5wrlf,3568793327,32.0,46879.0,346.5,50,nordeste,separado(a),médio,2,cartão de crédito,3
VERA R.,feminino,ftx8lnaqthcaecvxbinqv7s6qsnr5i,4910860401,44.0,38213.0,533.3,20,sul,casado(a),fundamental,0,cartão de débito,9
JAQUELINE T.,feminino,1mdh18bwjiqtr4fwsrfrow8xo9ia43,5776208632,54.0,46290.0,766.4,61,sudeste,casado(a),fundamental,0,transferência,0
ELIANE L.,feminino,j9iqwri95thxt4cl3h0ccshxbtxdcg,,31.0,35953.0,483.9,23,centro-oeste,divorciado(a),fundamental,1,cartão de débito,7
JESSICA X.,feminino,6ep2v5ugv3a2s4i3ghric9q2pmmnu2,9595948780,37.0,61513.0,734.5,29,sudeste,separado(a),graduado,2,cartão de crédito,8
CRISTIANE Z.,feminino,z0ir52hch08ja67qmmbgk4nja5jmtv,,33.0,40729.0,486.7,13,nordeste,divorciado(a),médio,0,boleto,4
AMANDA V.,feminino,k28rddo4piv98f3wa0mdu7v2jaxsd7,2967371406,28.0,35496.0,398.3,38,nordeste,divorciado(a),,2,cartão de débito,15
ALESSANDRA H.,feminino,38kd03wh01dlhssvrmj2sr8v94twm0,8674261107,42.0,84222.0,728.8,28,nordeste,solteiro(a),graduado,1,boleto,3
CLAUDIA G.,feminino,wp035fx87fhtar44harhrpb6bclket,6131385405,31.0,64699.0,492.9,27,sudeste,solteiro(a),fundamental,2,cartão de débito,2
PATRICIA R.,feminino,eqe1ln7dtvolxx0b3q0o0rj9v6fv2k,0564026997,37.0,85607.0,491.6,22,norte,separado(a),médio,0,cartão de crédito,6
ROSANGELA B.,feminino,lnmh59zprhx8nf0czf2z87mawekiwp,6245347294,38.0,29788.0,448.0,40,nordeste,solteiro(a),pós-graduado,0,cartão de crédito,11
ANTONIA C.,feminino,q4paq8gui5hdnmn4fzo90ivsq123t1,,38.0,94731.0,518.8,191,sudeste,separado(a),fundamental,0,cartão de crédito,9
DEBORA M.,feminino,303gru56oc2bb5thzn9hscx2ci1ix1,6209952510,49.0,52131.0,539.2,25,sudeste,casado(a),médio,0,cartão de crédito,4
ELIAS L.,feminino,6kwitkz0mb789xc9peswdemcl00c2j,0942533067,36.0,61692.0,651.3,41,sudeste,solteiro(a),,0,cartão de débito,6
