nome,sexo,id,origem,idade,salario,credito,tempo,regiao,estadocivil,educacao,nprodutos,pagamento,maxatraso,cliente
GABRIEL A.,feminino,f1wjnq3k31lzo34uhuu9ujounh2fab,5320206676,56.0,72442.0,807.1,48,sudeste,solteiro(a),médio,0,pix,6,0
MARCIO Q.,masculino,q2et8xeahfspsoal1zraia4r3oxmin,3758640788,30.0,60214.0,342.0,16,sudeste,casado(a),fundamental,0,pix,0,0
PEDRO A.,masculino,cnhn38jkm7pq4xorbj417xidhgkqx3,2173253022,58.0,67767.0,513.7,20,centro-oeste,casado(a),médio,2,cartão de crédito,0,0
LEANDRO Z.,masculino,xh8cl3mdgwjai1ro8mlso2vnv980di,9287895923,28.0,55623.0,610.5,30,centro-oeste,separado(a),,3,cartão de crédito,2,0
TIAGO L.,masculino,dvlzasejokm9a6uo702047baimif9b,,28.0,47662.0,521.0,16,sudeste,casado(a),médio,0,cartão de crédito,0,0
PAULO D.,masculino,hls91lu1ew0t14wmd87ff8043v9ihd,,61.0,103250.0,933.8,82,sudeste,casado(a),graduado,1,cartão de crédito,21,1
MARLENE F.,feminino,jg8bdfswvnjfs7n4fipejnrgmi7l81,,45.0,76169.0,426.9,35,sudeste,divorciado(a),fundamental,1,boleto,0,1
CLAUDIA J.,feminino,rwdm8ikbiztja0xvc4bsgx9o05p89r,9089192739,29.0,71648.0,582.4,33,centro-oeste,solteiro(a),,1,cartão de crédito,0,0
BRUNA Z.,feminino,9npn9xaj60nxn6v25ttbjtwz95rfhw,3733641134,24.0,30835.0,214.0,37,sudeste,casado(a),médio,2,pix,3,0
MANOEL I.,masculino,trf51urda7ohjjzdwb6ain9ke8uv1z,,23.0,64964.0,288.8,30,sudeste,solteiro(a),médio,2,cartão de crédito,8,0
ANDRE E.,masculino,oft2joxsmv5jgu7nw02ra4a3ldv3zl,,27.0,48750.0,553.6,65,nordeste,solteiro(a),médio,0,cartão de crédito,0,0
ANDERSON K.,masculino,61porx44ghomeps2k3olc3jrl4ajxu,,39.0,58997.0,392.6,28,sudeste,separado(a),,3,cartão de débito,0,0
MATEUS T.,masculino,ejiwoe65fpiuv5sz95ju42idvzjiku,1489401061,29.0,70330.0,391.0,20,sudeste,solteiro(a),fundamental,1,pix,5,1
TIAGO S.,masculino,dfkrq11jeaxc7rhllnex0ub01j8dr6,,58.0,65262.0,832.3,26,sudeste,solteiro(a),pós-graduado,2,cartão de débito,3,1
VERA Q.,feminino,578zof9di6kojz3dp12ix4pna6q4hx,7303829283,33.0,126814.0,349.0,22,norte,viúvo(a),fundamental,0,cartão de crédito,0,1
ELIANE H.,feminino,eptp422rhs3nvcbpwirh0vps9qasv7,,29.0,61505.0,483.9,44,sul,solteiro(a),fundamental,4,pix,0,1
SONIA F.,feminino,talu9rjkc44314uovmdxl603r7qnzo,3025645845,,79375.0,633.3,29,nordeste,divorciado(a),médio,0,pix,5,0
DIEGO F.,masculino,klpa6cp2axwsxkzefeq9kgln4pgs6j,1705765636,,68242.0,410.4,22,centro-oeste,casado(a),médio,1,cartão de crédito,24,0
FABIO M.,masculino,vwo1buta871nd8lzf4ozn594rb4ftb,4955166432,40.0,74817.0,751.9,20,centro-oeste,solteiro(a),fundamental,0,cartão de crédito,11,0
ALINE E.,feminino,0ute6xe7r2uakjdbf0v1a1kxwb4shr,0884497549,35.0,43059.0,341.7,30,sul,separado(a),outros,0,boleto,0,0
MANOEL P.,masculino,n8eadkg9qidxabnktxg3gp3i1p23kw,4772805357,32.0,82295.0,656.2,46,sudeste,solteiro(a),fundamental,2,cartão de débito,7,1
ISABEL I.,feminino,ndkc1bxbb5ns5ms1uo7sbaz4ffbeao,5390814268,49.0,94657.0,458.0,48,sul,casado(a),médio,0,boleto,9,0
MARIA F.,feminino,a6jw59xq8gv4tzgdu4eloj6trehm5t,8043465239,40.0,38014.0,757.7,23,sul,casado(a),médio,1,boleto,13,0
ANDRE C.,masculino,hkt3sjawudqkhlgrzgp0ce193p9qu3,6388661142,31.0,78919.0,345.1,21,sudeste,divorciado(a),médio,2,cartão de crédito,7,0
JULIO I.,masculino,h68xctj9ko03shjo6rdfxa2kswiqlx,,43.0,87336.0,574.1,48,sudeste,casado(a),outros,2,cartão de crédito,5,1
LUANA C.,feminino,p4istd4oob6vrcmzw431a91m2j26ew,4676524522,30.0,54373.0,483.0,70,sul,solteiro(a),médio,2,cartão de crédito,3,1
FRANCISCO P.,masculino,zwgibpzknrjawizz9puzi16bboz8h0,,30.0,73422.0,292.6,29,centro-oeste,divorciado(a),fundamental,2,cartão de crédito,9,1
ANDERSON N.,masculino,k1hrcg758dnza6xz6z30oweeejmsm0,,28.0,60962.0,450.1,40,sudeste,casado(a),outros,0,pix,0,0
LARISSA M.,feminino,fm94lwmk2tl21zw7eic57b2sbx0van,5047672894,41.0,95179.0,484.2,31,sudeste,solteiro(a),graduado,3,pix,13,1
GILSON Q.,masculino,x79miegcoep1qm2im36tiojsoeetdj,,30.0,59841.0,476.8,20,sul,casado(a),graduado,0,boleto,13,1
CARLOS I.,masculino,7dd9cfv6hrrecm8qseeluvexurbc71,2981051544,44.0,87179.0,568.9,56,sudeste,solteiro(a),fundamental,0,cartão de crédito,0,0
MARCELO Q.,masculino,8ffrd75ag3oeai6e695wmvrqw43bmm,0478034760,30.0,69343.0,594.1,33,sudeste,casado(a),médio,2,pix,4,0
JAQUELINE W.,feminino,juf9b7h7ok2fm6cjqlcr8cm6fzsvug,0705949470,30.0,28732.0,514.7,15,norte,casado(a),pós-graduado,3,cartão de crédito,9,1
IGOR H.,masculino,5xfxtinea9cj3e1a726l25i7vk6lw4,,32.0,55180.0,560.3,75,sudeste,casado(a),,0,cartão de débito,7,1
RENATA Q.,feminino,jlxgvt3gfp0fru1ipumdgxmd82xvx6,6641704096,37.0,62070.0,549.6,78,nordeste,casado(a),,1,transferência,0,0
LEANDRO H.,masculino,stz7nzkdd8wp88ckki1pz9u0gh6dip,,40.0,50955.0,437.8,17,sudeste,divorciado(a),médio,1,transferência,11,0
JOAO U.,masculino,zvpmj9lxng4v2f6tt84qzup6xhl27z,6795353212,34.0,55430.0,706.3,15,norte,casado(a),,2,cartão de crédito,0,0
ELIAS Z.,masculino,aeodcanb8isgikrj3cnsuu83i753u9,,30.0,57803.0,306.5,20,sudeste,solteiro(a),,3,transferência,4,0
ADRIANO B.,masculino,dalq8zkpjaccpijsr6gfsbhe2tib7l,8828810398,28.0,50474.0,503.1,94,nordeste,casado(a),médio,3,cartão de crédito,7,0
SIMONE Q.,feminino,rumbcwtpbdo7bs0fggghw7h7shoi0p,8439374884,36.0,30213.0,,65,sudeste,divorciado(a),graduado,1,cartão de crédito,8,0
SANDRA K.,feminino,17k4w1g6xlvzqa9ubliexltlec0e57,,29.0,62792.0,383.7,46,sudeste,divorciado(a),graduado,0,cartão de crédito,16,0
ERICA W.,feminino,mk7u3gsx7akeonx7h80165mp7b785j,,34.0,71480.0,707.1,91,sudeste,solteiro(a),fundamental,0,boleto,10,1
DANIEL S.,masculino,oasriusrrndsunfmdb5v7l4brlgizq,3872490200,22.0,80508.0,476.7,67,sudeste,casado(a),fundamental,0,pix,9,1
JOSE T.,feminino,ze7xv06hr9gcpdd1r2ee3pjt9edbp6,7311015471,28.0,38376.0,538.5,14,centro-oeste,casado(a),,1,pix,14,0
PATRICIA O.,feminino,70jj6td44hddn0sad4bsur8bqnjvow,,24.0,49184.0,535.6,26,sudeste,casado(a),fundamental,1,cartão de crédito,10,1
ANTONIO D.,masculino,czc52ssspof7kgx74ttif5je3fehpu,,38.0,92578.0,662.4,22,nordeste,casado(a),médio,2,transferência,0,0
SEBASTIAO O.,masculino,1gwe9bxmcw9nnk92sg8aqv9gxud0df,,41.0,67596.0,697.5,43,sudeste,casado(a),pós-graduado,3,boleto,0,0
GERALDO D.,masculino,ct3dc9z54k75gb6cbb6zeif3c228x0,8099700618,,50536.0,686.0,19,centro-oeste,divorciado(a),fundamental,0,pix,7,0
JORGE M.,masculino,14co4g8gqzu7po546lqqa3r7sxe4xf,7526861410,53.0,84804.0,467.9,58,centro-oeste,viúvo(a),fundamental,1,cartão de débito,7,1
MARCIO J.,masculino,2jc7j9uoxmpuq4uwqd3895me72jqch,,41.0,51864.0,511.0,35,nordeste,divorciado(a),pós-graduado,1,cartão de crédito,0,0
TAIS M.,feminino,90ai9mdp3dqhozdn825p5qs3s1i4qv,0863306760,23.0,54466.0,286.8,36,sudeste,solteiro(a),fundamental,1,cartão de débito,11,1
MARLENE J.,feminino,rmbi3bn7xdnk3tun22sbk1f8p5sw81,2702004649,23.0,60288.0,,28,nordeste,casado(a),graduado,0,boleto,20,0
CLAUDIA X.,feminino,3o2la9j9h0hiijl7id7vfzs5g4h8u9,,,84227.0,685.8,68,nordeste,solteiro(a),fundamental,2,cartão de crédito,6,1
LUIZA L.,masculino,r7emhq52hz4tj3mqrnm74wx66vk2f0,,24.0,40189.0,351.0,6,sudeste,casado(a),,0,cartão de crédito,0,0
FABIO H.,masculino,dtvmgg80nwv1w1mnj43vmtrjgtiid5,,45.0,58367.0,657.9,38,nordeste,casado(a),médio,0,cartão de crédito,7,0
JAQUELINE R.,feminino,7anzvmnqwlltfmnbnn6kdegejozfxw,3368759135,46.0,83103.0,762.8,28,norte,casado(a),outros,3,boleto,0,0
GUSTAVO R.,masculino,khbqp9zs4qe7usxc944m3jgao0tslx,9835020978,55.0,52476.0,532.3,26,sudeste,solteiro(a),médio,1,cartão de crédito,4,0
FELIPE H.,masculino,zbj03l5meblvjq5swpghip06dsht4z,,34.0,73072.0,479.3,25,sudeste,divorciado(a),médio,2,cartão de crédito,3,0
ALEXANDRE T.,masculino,7qwn38bi4ci4flhueq8vjbmqo4b2m1,,48.0,109041.0,456.9,41,sudeste,casado(a),,0,transferência,0,0
FABIO A.,masculino,geobq9x9wgvmihn0bwkt8wecul8m4p,,26.0,44185.0,223.0,52,sudeste,casado(a),outros,2,boleto,7,0
JAQUELINE N.,feminino,0six201eft3v4t87wfeezruhs5t3f0,9862160734,40.0,36040.0,,30,sul,solteiro(a),fundamental,3,pix,11,1
PAULO L.,masculino,0gxr6fdhuz4hd07dd2js0a6dfeuoad,,44.0,66810.0,433.9,28,sudeste,casado(a),médio,2,cartão de crédito,15,1
TEREZINHA X.,feminino,5gtujj0xf2ddbhoznhr2s4uliq41id,,47.0,86043.0,,58,nordeste,casado(a),pós-graduado,0,cartão de crédito,0,0
ALINE N.,feminino,xlia3m4d9u0n90bw4jxfkrdwmjh9tk,,41.0,64305.0,691.5,23,centro-oeste,casado(a),outros,0,pix,12,0
ANTONIA F.,feminino,42nfcd1ttrtq45l7de8bsitvdracba,,33.0,34798.0,536.3,16,norte,solteiro(a),médio,0,cartão de crédito,3,0
GABRIELA F.,feminino,q5en4vhom7pjw3wv6ntptuxan2xlm3,,50.0,57959.0,468.8,100,centro-oeste,solteiro(a),graduado,3,pix,0,0
TIAGO F.,masculino,5panikwq2u3qnqx6flzrppri2oowax,3019789667,36.0,69232.0,634.4,28,nordeste,casado(a),outros,1,cartão de crédito,12,0
PAULO X.,masculino,db3qciekrtpppmrn9mxmza7djrxq9m,3277036612,23.0,73317.0,362.5,33,sudeste,casado(a),médio,2,cartão de débito,7,0
NATALIA K.,feminino,x0w8u1e1ff7trifa2q67jc73av65jx,5726661885,32.0,38227.0,454.2,35,sudeste,solteiro(a),médio,1,pix,6,1
RITA Q.,feminino,28hetmv3hccb4u85acj9dczemtuf2d,4728377142,34.0,31863.0,318.8,33,sudeste,solteiro(a),fundamental,4,boleto,7,1
FERNANDA R.,feminino,5feji80pwrtakf6g3vl0p943d85stp,3663320753,32.0,57901.0,626.8,40,nordeste,casado(a),graduado,1,pix,6,0
ANTONIO E.,masculino,qh6eh7q6ks1ecestea9q2wgaepk8vh,5070866506,38.0,67187.0,403.1,34,sudeste,casado(a),,0,cartão de crédito,0,0
BRUNO M.,masculino,cm9nefkvsvupqgj92zu08cjnhkeo3f,8044370392,49.0,110590.0,740.2,18,centro-oeste,casado(a),,1,cartão de débito,16,1
MARCOS O.,masculino,gudxwv3h4512s7c2wextti7me8vd9e,,45.0,53212.0,559.5,49,nordeste,casado(a),graduado,3,cartão de débito,0,0
CAMILA U.,feminino,xs2q3b9z09dmai1thr56zhu3r7572n,2552770095,,42693.0,519.5,49,sul,separado(a),graduado,0,pix,6,0
IGOR P.,masculino,rkcwe65f6qcb06l6l4b76dn00ccubq,,36.0,58619.0,492.6,55,sul,divorciado(a),outros,1,cartão de débito,16,0
LUIZ A.,masculino,5psj7xl7ibiddkw2b6pzq54e8siv0t,9553629074,43.0,129549.0,406.2,34,centro-oeste,solteiro(a),pós-graduado,0,cartão de débito,0,1
CARLOS V.,masculino,u8rnhp3o04px1j7h20suwxfb73pt0g,2686583123,32.0,67311.0,351.1,20,nordeste,solteiro(a),pós-graduado,0,cartão de crédito,4,0
LARISSA D.,feminino,qhl66gdmdfnlukabf6q8zbslbuksaq,0071224714,30.0,55698.0,347.8,42,sudeste,divorciado(a),,0,cartão de crédito,5,0
GILSON I.,masculino,e0dkks2l01o7qvo55zc1t0k6tncmm0,,25.0,76318.0,539.2,35,nordeste,divorciado(a),médio,6,cartão de crédito,13,0
MARCIA M.,feminino,4encfep3nt0p16sa0583spwjsagcbt,9065428090,,64006.0,644.9,20,centro-oeste,divorciado(a),fundamental,2,cartão de débito,0,1
ISABEL P.,feminino,38njhknkd1vt1fmt8j242txkc40zsc,8606057813,56.0,86691.0,785.5,34,sudeste,casado(a),,1,cartão de crédito,17,1
ROBERTO Z.,masculino,qngz8ipux7o7h9ww6pdghgwu4pe048,4626286918,31.0,80917.0,301.1,63,nordeste,casado(a),outros,0,cartão de crédito,0,0
DANIELA M.,feminino,m2zk9p271gzn7bjtnpkcguepeupktm,,28.0,25019.0,459.3,21,nordeste,divorciado(a),médio,0,cartão de crédito,0,0
SANDRA P.,feminino,llc78q7qj9pjfu5jo40ej989l02ns1,9961056720,26.0,58159.0,551.3,22,sul,casado(a),outros,2,cartão de crédito,0,1
FABIO B.,masculino,zvjecxdrbxqqzcfmu0ib7cvb9iz3fm,4315933193,27.0,80530.0,566.7,32,nordeste,casado(a),fundamental,1,cartão de débito,7,1
CLAUDIO K.,masculino,ulrwhaqitzjxx6h70rng8bt50ep9l1,7668977297,46.0,86253.0,667.6,20,sudeste,casado(a),outros,1,transferência,5,1
FERNANDO T.,masculino,nmxgxbcv0r9tli16ecamriomwl6aix,,45.0,61409.0,793.2,30,sudeste,solteiro(a),fundamental,1,transferência,9,0
ANDERSON I.,masculino,zsfl94as5lzzl445ocsh5k2k0thhak,,25.0,97700.0,307.5,44,nordeste,divorciado(a),médio,2,cartão de crédito,9,0
MANOEL A.,masculino,ed7hotirkhuqbd4ptlbhed07p7m28k,1865921163,29.0,66890.0,400.1,42,norte,casado(a),graduado,1,cartão de débito,0,0
ELIANE U.,feminino,77uhwcite4sfzz3j55q3nnr21fao0t,9110141177,,68945.0,646.6,38,sudeste,casado(a),pós-graduado,1,cartão de débito,0,1
SIMONE N.,feminino,te1q1odcb3hfuabfvmatcwa11g789j,2473324425,39.0,59262.0,514.4,30,sudeste,divorciado(a),,0,transferência,8,0
GABRIEL Z.,masculino,z8t82hm09xawnob339pxtgzrsf1o91,1281785647,27.0,66304.0,336.2,30,sudeste,casado(a),fundamental,0,transferência,17,0
JULIA B.,feminino,nefhju0u4c9rip1cla5r9ig8eisxev,7206974888,42.0,68560.0,422.8,32,nordeste,casado(a),fundamental,0,cartão de crédito,6,1
JORGE G.,masculino,d1xa4rspnvd4v8rg2hue1wuzku6xan,8142402641,,75965.0,352.2,28,sudeste,divorciado(a),outros,1,cartão de crédito,0,0
AMANDA S.,feminino,c4bs1umv52rw8q9acch16hqi2iammj,3732968622,36.0,49697.0,487.7,31,sul,divorciado(a),outros,1,cartão de débito,0,0
VITOR A.,masculino,n270wcvq9gptzno8m4ijq0hjgjwing,,23.0,62848.0,538.2,14,sudeste,casado(a),fundamental,0,cartão de débito,0,0
SUELI N.,masculino,pvpmd50qcwhur1g2gkq21trzr2xu5g,,39.0,106103.0,530.6,26,sudeste,divorciado(a),graduado,0,boleto,5,0
CLAUDIA O.,masculino,u4ttnet5r9gmb6o3v9a2sjvagei8h2,1232263972,39.0,40861.0,610.6,86,sul,divorciado(a),,3,cartão de débito,16,0
LUIZ A.,masculino,67gce8poaog5emlok5gh6etwwh1qac,2384787593,51.0,81390.0,816.1,28,centro-oeste,divorciado(a),médio,1,cartão de débito,9,1
LUCAS C.,masculino,ph1tiwiwqasjk636t04w77wctjwstr,2000133170,46.0,79928.0,467.2,49,nordeste,casado(a),graduado,1,transferência,6,0
SONIA G.,feminino,almqtv08rbmlw9djh65s7wg88tnoqc,,37.0,84144.0,593.7,33,sudeste,viúvo(a),fundamental,0,cartão de crédito,0,1
MARCIA P.,feminino,ag318k0312m7azzmcktppshjuts1xd,,42.0,53563.0,414.7,25,centro-oeste,divorciado(a),fundamental,0,cartão de crédito,0,0
JULIA O.,masculino,fj5i3izacg1zpeg4cappeczhrw28sr,,52.0,89792.0,792.1,27,sudeste,divorciado(a),outros,1,cartão de débito,0,1
JESSICA Z.,feminino,9eqd30trm9pgqigsjpxq00iislsxtl,6779909417,22.0,43516.0,234.7,34,sudeste,divorciado(a),fundamental,1,cartão de crédito,6,1
PATRICIA T.,feminino,gfaeorr3q0pj98xkej0htfcrpqt2st,3317118180,22.0,31388.0,515.6,32,centro-oeste,solteiro(a),outros,0,cartão de crédito,11,0
ADRIANO I.,masculino,956jk6f26v4zdbk7oilsxavsf3lrjp,5592613109,30.0,70611.0,271.3,18,sudeste,casado(a),fundamental,1,cartão de débito,11,1
LUIZ W.,masculino,75vowg90b0go7rnxiaa9z4a1z0hkr2,,39.0,57983.0,343.6,18,nordeste,divorciado(a),pós-graduado,0,cartão de débito,0,0
TEREZA E.,feminino,kgpv1f25ame4c2hj76hwzfvcl7e8lm,5062120483,31.0,47151.0,434.9,41,sul,casado(a),médio,1,cartão de débito,12,0
APARECIDA F.,feminino,s9351dg6tw0cinhftb9judotfwp5oa,2608329661,55.0,79048.0,526.7,50,sudeste,solteiro(a),outros,2,cartão de crédito,18,1
JULIA K.,masculino,p0bl9oug8reiow8n3wmoatzf247t2j,,,57908.0,624.3,18,nordeste,casado(a),graduado,0,boleto,17,0
LUIZ M.,feminino,ch3chs102p12icmu00c3psbcpn5ssl,6512555430,33.0,41116.0,514.2,38,norte,divorciado(a),fundamental,2,cartão de crédito,11,1
SIMONE P.,feminino,m4fujjpgs2tc6sbvjd7uakhmd1nrq2,,51.0,81197.0,752.2,39,sudeste,solteiro(a),fundamental,1,pix,8,1
MARCIA Q.,feminino,bzw17kezkuz4e3vh9kpiuwngag8kkf,7900717679,29.0,45480.0,454.6,16,sul,casado(a),fundamental,0,cartão de crédito,11,0
VITORIA Q.,feminino,uj8bsz6fe3juptehjq2hgfs5k5wrlf,3568793327,32.0,46879.0,346.5,50,nordeste,separado(a),médio,2,cartão de crédito,3,0
GILSON R.,masculino,8765rdha2sib4zpi9kaui6e99ph6gh,,40.0,104448.0,487.3,30,sudeste,divorciado(a),fundamental,2,pix,3,1
GABRIEL Q.,feminino,4ui0c5tikofsqwppwpr5qo6tuhvibb,5582805936,,64481.0,458.7,53,sudeste,viúvo(a),médio,0,cartão de débito,9,0
JULIA T.,feminino,tungk466vj33n79odoqw70kkzeljtk,1906758002,27.0,32109.0,268.0,17,norte,separado(a),,0,cartão de crédito,3,0
LEANDRO P.,masculino,opd7j76k1rtas1gssj3iekbia4wa2s,4775891697,33.0,38794.0,651.8,17,nordeste,separado(a),médio,1,pix,10,0
MARIA G.,feminino,g4nizih2mwctc2dtfsot61sa936g0z,1408163053,38.0,64789.0,521.5,24,sudeste,casado(a),médio,2,cartão de débito,13,1
EDUARDO Z.,masculino,n6tovqignw1v2we84lc5cowa30rceb,2112380960,40.0,53631.0,374.5,38,sudeste,casado(a),outros,1,cartão de crédito,10,0
NATALIA J.,feminino,8irob541njlkofgv58oiw274qkgg05,,30.0,45229.0,286.2,18,sudeste,solteiro(a),fundamental,0,boleto,12,0
SEBASTIAO M.,masculino,ot8du3m1dztdtozr6u5hs2kmwmd4xr,8582989651,33.0,67019.0,656.1,28,sudeste,casado(a),médio,0,transferência,0,0
VINICIUS R.,masculino,hajzorwa9oduvrtru2anon7cis307p,5567103930,34.0,65895.0,515.5,33,nordeste,separado(a),pós-graduado,1,boleto,4,1
ELIAS X.,feminino,s93cc0w6avpa09mx5w3abdf1zl8iqc,0926372989,29.0,47894.0,634.4,14,sudeste,separado(a),médio,0,cartão de débito,13,0
ROBERTO F.,masculino,3i3r028rz7mf8xs0k17tfh6fs7jzzn,,,72723.0,261.1,39,centro-oeste,casado(a),,2,pix,0,0
RAFAEL A.,masculino,24j1v5r18ovod9gj1m7qo3emk7r1pa,6182968721,20.0,74138.0,325.4,26,sudeste,casado(a),graduado,0,pix,15,0
RAIMUNDO F.,masculino,l4wghqjgef0xbj3ftln5odq8uwdgoc,0489442626,41.0,83869.0,551.3,28,nordeste,viúvo(a),médio,3,cartão de débito,0,0
PAULO T.,masculino,h6o5vskqtc6w7rkbspl0x4kmb7ccbr,,35.0,55406.0,376.3,60,sudeste,solteiro(a),fundamental,0,cartão de crédito,0,0
JULIO X.,masculino,qt9eulbielilnnell1udof1p8v5096,,27.0,70764.0,441.5,18,sudeste,casado(a),médio,6,cartão de débito,10,1
MARCIA L.,feminino,bkixi87hw1r0kjc1io1lfmddx90vxe,3131597357,42.0,64784.0,587.7,26,sudeste,solteiro(a),médio,1,cartão de crédito,0,0
JULIA S.,masculino,lko9kldv4q2x43v1t7143n1d1l30ow,2627605434,31.0,66197.0,332.3,40,nordeste,divorciado(a),médio,0,pix,0,0
MANOEL E.,masculino,md1us8w3eaajea7b23b9bwt9jxi1uj,7057219260,38.0,53196.0,572.8,20,sudeste,viúvo(a),graduado,1,cartão de débito,11,0
JOAO G.,masculino,kp520hivge6oszp5c1wlv08bnhaf09,1968422723,31.0,40086.0,288.2,27,sudeste,solteiro(a),graduado,1,cartão de crédito,4,0
TEREZINHA Z.,feminino,pcljqg4cvvabr4tc0z4slkxem3cfat,4897152683,52.0,82432.0,704.7,26,sudeste,casado(a),fundamental,1,cartão de crédito,0,1
BEATRIZ F.,feminino,764izkrbt376i2lllzq13kd8oeec3e,8690190200,,53300.0,680.3,22,nordeste,solteiro(a),médio,0,cartão de débito,1,0
LEANDRO J.,masculino,jakffsfsk4diiauh05mcuv5jtkgahi,,33.0,77898.0,583.1,27,sul,divorciado(a),fundamental,3,boleto,1,1
RITA H.,feminino,opr0aeed4wpd1z3kwislqxr04eoia1,5204844287,37.0,58502.0,438.5,27,sudeste,solteiro(a),médio,1,pix,4,0
ANTONIO M.,masculino,tp2ojakkaw9csj8wtfxfn3gnmfj5sc,1883598548,26.0,70924.0,625.4,33,nordeste,divorciado(a),médio,4,boleto,10,0
GUSTAVO Z.,masculino,ltnvfnj5td0qe7jvl5rp2li5m5t3xi,4966885711,35.0,51964.0,663.9,23,norte,viúvo(a),fundamental,1,transferência,0,0
JULIA D.,feminino,zzriztb2klltiuapgpqm7t9tcazs8k,4654835122,26.0,41714.0,,46,sudeste,casado(a),,1,cartão de crédito,0,1
GUILHERME X.,masculino,fgro5gr75zgx119fswjfg15m4n26hr,4839640183,29.0,48993.0,418.1,56,sudeste,separado(a),outros,0,cartão de crédito,9,0
TIAGO R.,masculino,a61p8kblma2vp3788mew27jq2s2tkn,4286842884,51.0,84483.0,709.4,23,sudeste,solteiro(a),fundamental,0,cartão de débito,0,0
JULIANA U.,feminino,13z7aun5no5jffi44abhwz4uav73mt,4052968034,23.0,49410.0,512.3,24,centro-oeste,solteiro(a),fundamental,0,cartão de débito,4,0
CARLOS X.,masculino,l7pe0jph1s43st28dqwdu9k36atwis,8090445785,,59739.0,250.9,37,norte,casado(a),graduado,0,pix,15,0
JOAO W.,masculino,1gmcufz00vckvdzxr37nagovowigtd,4970775040,25.0,67704.0,341.0,15,nordeste,separado(a),,3,cartão de débito,3,0
LUCIANO B.,masculino,ehxv3bqqj7qbhatptlp46ll5hh80qg,,41.0,48222.0,598.2,12,nordeste,viúvo(a),fundamental,0,cartão de crédito,10,0
SANDRA K.,feminino,5whf8z0dxcj1i9auhg0e6129zn0gpq,2676695796,23.0,38863.0,426.8,21,sudeste,divorciado(a),graduado,1,boleto,0,0
RAIMUNDO S.,masculino,c2m6zbqe2rko6tmzlhk4hiv9qfsv0b,,,82775.0,607.3,29,norte,viúvo(a),pós-graduado,2,boleto,7,1
ANTONIA P.,feminino,it5hiujn7eahlbm4duj33jm1x3bgaf,7125103832,21.0,68997.0,421.5,30,sudeste,solteiro(a),médio,2,pix,12,1
RICARDO U.,masculino,b7k0sk1bpm6wbmvu1nhf3wltdsmw12,5232907222,39.0,55281.0,593.4,35,sul,solteiro(a),fundamental,1,pix,0,0
JOSEFA B.,feminino,2n9wr1ru0feu1fni2z3d3uzftt8pmp,5962506944,22.0,56667.0,409.6,29,sudeste,divorciado(a),,2,cartão de crédito,0,0
BRUNO D.,masculino,gmzw288rkt9j6fp6nilq8gw2rwrthm,8099642803,35.0,60165.0,,91,sudeste,casado(a),fundamental,0,cartão de crédito,0,0
SAMUEL A.,masculino,tw394m1z3n72nrmnfh3ljz9r1jd4d9,,33.0,70872.0,500.8,17,sudeste,divorciado(a),médio,1,pix,18,0
JULIANA N.,feminino,98a18f7ul64bppfok5hif0oclg90vc,,42.0,60310.0,,23,sudeste,solteiro(a),fundamental,1,boleto,1,1
FELIPE S.,masculino,559zee0m9ndqnpfgnom8g9mlnd35l1,9355122362,27.0,68617.0,333.1,19,sudeste,separado(a),,3,pix,0,0
MARIANA B.,feminino,e695qnoer3e227lm6xl6v1q0fhtqvr,7111421360,23.0,77518.0,491.1,52,sudeste,solteiro(a),médio,1,boleto,0,0
GERALDO F.,masculino,db0etsffa1sqccvbrkikjapemditb2,,37.0,91144.0,541.0,16,nordeste,separado(a),graduado,3,transferência,13,0
VANESSA F.,feminino,lrwv0uvmb323pzm5z86jstklmh372q,,31.0,45388.0,547.7,28,nordeste,casado(a),,2,cartão de débito,0,0
LARISSA N.,feminino,ui9lrxft22v0snjxx74ubev9on5h2q,,24.0,52919.0,229.6,28,sudeste,separado(a),,1,pix,0,0
DIEGO V.,masculino,0hwe1aqokn1n3i5pt51e6bbqpq2tlt,8358125174,25.0,62637.0,486.5,15,nordeste,casado(a),médio,2,pix,9,0
JOSEFA J.,feminino,4acdwzhle9meewrlarqbvabrbvharr,,27.0,30076.0,648.8,18,nordeste,solteiro(a),fundamental,2,boleto,9,1
EDSON R.,masculino,hxwrnt7i8oalitep69dcd6gkjcxvw2,,29.0,52460.0,537.1,18,sudeste,viúvo(a),outros,4,cartão de crédito,2,1
PEDRO G.,masculino,u841e5q1fep53uxq91omtbngv4d91h,9575639546,67.0,62208.0,894.4,48,sudeste,divorciado(a),outros,1,boleto,10,1
ALESSANDRA E.,feminino,zuv7m26v8cpsfw2kve8sso3xh4etqv,3933240586,35.0,87511.0,501.8,32,centro-oeste,separado(a),fundamental,1,cartão de crédito,0,0
GERALDO A.,masculino,kj4nf6un0wi4vphx7hozwervzxcviv,8149292601,44.0,90881.0,791.2,24,nordeste,solteiro(a),fundamental,1,cartão de débito,3,1
JESSICA O.,feminino,vcarief3rceq883ofm1aw0r4ihvlgw,1945032394,20.0,52175.0,506.8,46,nordeste,separado(a),outros,0,cartão de crédito,2,0
PEDRO W.,masculino,pqe2k4k4h2d02izpoizrtg6q3mf1b8,9960754200,47.0,74716.0,582.2,37,sudeste,casado(a),outros,1,boleto,7,1
